"id","operador_id","data_abertura","valor_inicial","data_fechamento","valor_fechamento"
"10384","3387","108","0.91","KG","0.00"
"10385","3388","65","0.52","KG","0.00"
"10386","3388","14","0.385","KG","0.00"
"10387","3388","59","0.12","KG","0.00"
"10388","3388","55","0.21","KG","0.00"
"10389","3389","4","1","PCT","0.00"
"10390","3389","60","0.415","KG","0.00"
"10391","3389","7","1","PCT","0.00"
"10392","3390","110","0.885","KG","0.00"
"10393","3391","13","1","DZ","0.00"
"10394","3392","31","1.16","KG","0.00"
"10395","3393","7","1","PCT","0.00"
"10396","3394","108","2.015","KG","0.00"
"10397","3395","7","4","PCT","0.00"
"10398","3395","214","3.065","1KG","0.00"
"10399","3395","66","2.04","KG","0.00"
"10400","3395","64","2.095","KG","0.00"
"10401","3395","30","0.945","KG","0.00"
"10402","3395","147","1","UN","0.00"
"10403","3395","93","1","UN","0.00"
"10404","3395","108","2.59","KG","0.00"
"10405","3395","11","2.365","KG","0.00"
"10406","3396","13","1","DZ","0.00"
"10407","3397","59","0.45","KG","0.00"
"10408","3398","7","1","PCT","0.00"
"10409","3398","4","1","PCT","0.00"
"10410","3399","31","1.1","KG","0.00"
"10411","3400","55","0.755","KG","0.00"
"10412","3400","66","0.95","KG","0.00"
"10413","3400","11","0.28","KG","0.00"
"10414","3400","184","3.09","KG","0.00"
"10415","3400","166","0.245","KG","0.00"
"10416","3401","16","1","DZ","0.00"
"10417","3401","191","0.39","KG","0.00"
"10418","3401","166","0.09","KG","0.00"
"10419","3401","187","6","UN","0.00"
"10420","3402","29","1.355","KG","0.00"
"10421","3402","191","0.75","KG","0.00"
"10422","3402","97","1","PCT","0.00"
"10423","3403","110","1.19","KG","0.00"
"10424","3404","161","1.23","KG","0.00"
"10425","3405","10","0.225","KG","0.00"
"10426","3405","7","1","PCT","0.00"
"10427","3405","4","1","PCT","0.00"
"10428","3405","165","1","UN","0.00"
"10429","3406","7","1","PCT","0.00"
"10430","3406","4","1","PCT","0.00"
"10431","3406","5","1","PCT","0.00"
"10432","3407","230","1","CTL","0.00"
"10433","3408","7","1","PCT","0.00"
"10434","3408","170","0.59","KG","0.00"
"10435","3408","13","1","DZ","0.00"
"10436","3409","108","1.66","KG","0.00"
"10437","3409","66","0.37","KG","0.00"
"10438","3410","59","0.585","KG","0.00"
"10439","3411","57","0.73","KG","0.00"
"10440","3411","146","0.8","PCT","0.00"
"10441","3411","55","0.5","KG","0.00"
"10442","3411","214","1.115","1KG","0.00"
"10443","3411","181","1","PCT","0.00"
"10444","3411","11","0.905","KG","0.00"
"10445","3411","31","2.13","KG","0.00"
"10446","3412","108","0.555","KG","0.00"
"10447","3413","13","1","DZ","0.00"
"10448","3414","55","0.69","KG","0.00"
"10449","3415","29","0.915","KG","0.00"
"10450","3416","108","0.905","KG","0.00"
"10451","3416","55","0.18","KG","0.00"
"10452","3416","54","0.315","KG","0.00"
"10453","3416","60","0.35","KG","0.00"
"10454","3416","7","1","PCT","0.00"
"10455","3417","166","0.165","KG","0.00"
"10456","3417","13","1","DZ","0.00"
"10457","3417","165","1","UN","0.00"
"10458","3417","186","1","PCT","0.00"
"10459","3418","66","0.805","KG","0.00"
"10460","3418","152","14","UN","0.00"
"10461","3419","29","1.55","KG","0.00"
"10462","3420","17","1","DZ","0.00"
"10463","3420","109","0.36","KG","0.00"
"10464","3421","66","2.735","KG","0.00"
"10465","3422","17","1","DZ","0.00"
"10466","3423","167","0.06","KG","0.00"
"10467","3424","110","1.195","KG","0.00"
"10468","3425","108","1.115","KG","0.00"
"10469","3425","96","1","PCT","0.00"
"10470","3426","7","4","PCT","0.00"
"10471","3426","5","1","PCT","0.00"
"10472","3426","93","1","UN","0.00"
"10473","3426","60","0.85","KG","0.00"
"10474","3426","53","0.23","KG","0.00"
"10475","3426","14","0.725","KG","0.00"
"10476","3426","65","0.31","KG","0.00"
"10477","3426","184","4.91","KG","0.00"
"10478","3427","108","0.42","KG","0.00"
"10479","3427","55","0.275","KG","0.00"
"10480","3427","61","0.49","KG","0.00"
"10481","3427","13","1","DZ","0.00"
"10482","3428","46","0.15","KG","0.00"
"10483","3429","221","12","UN","0.00"
"10484","3430","65","1.845","KG","0.00"
"10485","3431","7","1","PCT","0.00"
"10486","3431","59","0.775","KG","0.00"
"10487","3432","163","3","UN","0.00"
"10488","3433","60","1.11","KG","0.00"
"10489","3434","16","1","DZ","0.00"
"10490","3435","221","14","UN","0.00"
"10491","3436","6","1","KG","0.00"
"10492","3436","96","1","PCT","0.00"
"10493","3437","17","1","DZ","0.00"
"10494","3437","11","0.45","KG","0.00"
"10495","3437","165","1","UN","0.00"
"10496","3437","162","5","UN","0.00"
"10497","3438","221","5","UN","0.00"
"10498","3438","151","13","UN","0.00"
"10499","3438","7","1","PCT","0.00"
"10500","3438","95","1","PCT","0.00"
"10501","3439","13","1","DZ","0.00"
"10502","3439","10","0.21","KG","0.00"
"10503","3440","66","1.31","KG","0.00"
"10504","3441","66","0.54","KG","0.00"
"10505","3441","165","1","UN","0.00"
"10506","3441","187","5","UN","0.00"
"10507","3442","152","14","UN","0.00"
"10508","3442","30","0.825","KG","0.00"
"10509","3442","100","1","UN","0.00"
"10510","3442","29","0.63","KG","0.00"
"10511","3442","108","1.38","KG","0.00"
"10512","3443","7","1","PCT","0.00"
"10513","3444","13","1","DZ","0.00"
"10514","3444","31","1.105","KG","0.00"
"10515","3444","29","0.54","KG","0.00"
"10516","3445","10","0.46","KG","0.00"
"10517","3446","94","1","UN","0.00"
"10518","3446","10","0.49","KG","0.00"
"10519","3446","84","1","1KG","0.00"
"10520","3446","165","1","UN","0.00"
"10521","3446","231","1","PCT","0.00"
"10522","3446","226","2","UN","0.00"
"10523","3447","210","3","PCT","0.00"
"10524","3448","11","0.305","KG","0.00"
"10525","3448","59","0.24","KG","0.00"
"10526","3448","31","1.595","KG","0.00"
"10527","3448","151","6","UN","0.00"
"10528","3448","147","1","UN","0.00"
"10529","3449","29","1.245","KG","0.00"
"10530","3449","59","1","KG","0.00"
"10531","3449","108","1.11","KG","0.00"
"10532","3449","109","0.675","KG","0.00"
"10533","3450","179","1","PCT","0.00"
"10534","3450","5","1","PCT","0.00"
"10535","3451","110","0.89","KG","0.00"
"10536","3451","191","0.425","KG","0.00"
"10537","3451","108","0.915","KG","0.00"
"10538","3451","1","0.965","KG","0.00"
"10539","3451","210","1","PCT","0.00"
"10540","3451","180","1","UN","0.00"
"10541","3451","65","0.95","KG","0.00"
"10542","3451","14","0.505","KG","0.00"
"10543","3451","96","1","PCT","0.00"
"10544","3451","4","1","PCT","0.00"
"10545","3451","7","1","PCT","0.00"
"10546","3451","166","0.13","KG","0.00"
"10547","3451","185","1","PCT","0.00"
"10548","3451","218","1","PCT","0.00"
"10549","3451","53","0.11","KG","0.00"
"10550","3452","17","1","DZ","0.00"
"10551","3453","221","7","UN","0.00"
"10552","3454","163","5","UN","0.00"
"10553","3455","34","0.365","KG","0.00"
"10554","3455","147","1","UN","0.00"
"10555","3455","108","1.26","KG","0.00"
"10556","3455","95","4","PCT","0.00"
"10557","3455","57","0.79","KG","0.00"
"10558","3455","109","0.78","KG","0.00"
"10559","3455","58","0.58","KG","0.00"
"10560","3455","151","7","UN","0.00"
"10561","3455","191","0.45","KG","0.00"
"10562","3455","40","0.78","KG","0.00"
"10563","3455","185","1","PCT","0.00"
"10564","3455","46","0.3","KG","0.00"
"10565","3455","1","0.71","KG","0.00"
"10566","3455","170","0.905","KG","0.00"
"10567","3456","39","0.645","KG","0.00"
"10568","3457","1","1.57","KG","0.00"
"10569","3457","7","1","PCT","0.00"
"10570","3458","169","10","UN","0.00"
"10571","3459","7","1","PCT","0.00"
"10572","3459","106","0.345","KG","0.00"
"10573","3459","39","0.31","KG","0.00"
"10574","3459","38","0.36","KG","0.00"
"10575","3460","7","1","PCT","0.00"
"10576","3460","5","1","PCT","0.00"
"10577","3460","186","1","PCT","0.00"
"10578","3460","185","1","PCT","0.00"
"10579","3460","234","8","UN","0.00"
"10580","3461","147","1","UN","0.00"
"10581","3461","66","0.855","KG","0.00"
"10582","3461","65","0.2456","KG","0.00"
"10583","3461","108","0.84","KG","0.00"
"10584","3461","60","0.52","KG","0.00"
"10585","3461","191","0.36","KG","0.00"
"10586","3461","1","0.96","KG","0.00"
"10587","3462","181","1","PCT","0.00"
"10588","3463","13","1","DZ","0.00"
"10589","3463","151","2","UN","0.00"
"10590","3463","11","0.41","KG","0.00"
"10591","3463","60","0.735","KG","0.00"
"10592","3464","216","2","DZ","0.00"
"10593","3464","221","5","UN","0.00"
"10594","3464","7","1","PCT","0.00"
"10595","3465","7","1","PCT","0.00"
"10596","3465","5","1","PCT","0.00"
"10597","3465","13","1","DZ","0.00"
"10598","3465","187","10","UN","0.00"
"10599","3465","226","2","UN","0.00"
"10600","3465","185","1","PCT","0.00"
"10601","3466","7","1","PCT","0.00"
"10602","3466","104","1","UN","0.00"
"10603","3466","119","1","UN","0.00"
"10604","3466","137","1","UN","0.00"
"10605","3466","151","11","UN","0.00"
"10606","3466","169","8","UN","0.00"
"10607","3467","13","1","DZ","0.00"
"10608","3468","10","0.76","KG","0.00"
"10609","3468","31","1.39","KG","0.00"
"10610","3468","108","1.68","KG","0.00"
"10611","3468","66","1.33","KG","0.00"
"10612","3468","191","0.365","KG","0.00"
"10613","3468","17","1","DZ","0.00"
"10614","3469","66","1.045","KG","0.00"
"10615","3470","110","1.055","KG","0.00"
"10616","3470","65","0.735","KG","0.00"
"10617","3470","61","0.19","KG","0.00"
"10618","3470","60","0.41","KG","0.00"
"10619","3470","13","1","DZ","0.00"
"10620","3470","11","0.175","KG","0.00"
"10621","3471","17","1","DZ","0.00"
"10622","3472","110","0.655","KG","0.00"
"10623","3472","109","0.44","KG","0.00"
"10624","3472","29","0.905","KG","0.00"
"10625","3472","13","1","DZ","0.00"
"10626","3472","151","2","UN","0.00"
"10627","3473","55","0.565","KG","0.00"
"10628","3473","31","1.615","KG","0.00"
"10629","3473","191","0.485","KG","0.00"
"10630","3474","60","1.575","KG","0.00"
"10631","3474","162","21","UN","0.00"
"10632","3475","66","1.445","KG","0.00"
"10633","3475","106","0.61","KG","0.00"
"10634","3475","187","23","UN","0.00"
"10635","3475","186","1","PCT","0.00"
"10636","3476","153","12","UN","0.00"
"10637","3476","55","0.65","KG","0.00"
"10638","3476","106","0.165","KG","0.00"
"10639","3477","60","1.43","KG","0.00"
"10640","3478","151","12","UN","0.00"
"10641","3479","108","1.78","KG","0.00"
"10642","3480","66","0.18","KG","0.00"
"10643","3481","13","1","DZ","0.00"
"10644","3482","63","1.245","KG","0.00"
"10645","3483","64","1.145","KG","0.00"
"10646","3483","14","0.45","KG","0.00"
"10647","3483","61","0.465","KG","0.00"
"10648","3483","55","0.58","KG","0.00"
"10649","3483","108","1.16","KG","0.00"
"10650","3483","166","0.34","KG","0.00"
"10651","3483","66","1.355","KG","0.00"
"10652","3483","151","6","UN","0.00"
"10653","3484","66","1.165","KG","0.00"
"10654","3484","106","0.665","KG","0.00"
"10655","3484","152","13","UN","0.00"
"10656","3484","110","1.43","KG","0.00"
"10657","3484","73","1","UN","0.00"
"10658","3485","60","0.495","KG","0.00"
"10659","3486","165","1","UN","0.00"
"10660","3487","106","2.045","KG","0.00"
"10661","3488","58","1.015","KG","0.00"
"10662","3489","54","0.375","KG","0.00"
"10663","3490","55","0.49","KG","0.00"
"10664","3490","191","0.43","KG","0.00"
"10665","3490","152","9","UN","0.00"
"10666","3491","66","0.39","KG","0.00"
"10667","3492","109","1.015","KG","0.00"
"10668","3492","165","1","UN","0.00"
"10669","3492","161","0.98","KG","0.00"
"10670","3492","170","1.05","KG","0.00"
"10671","3493","110","2.785","KG","0.00"
"10672","3494","55","0.795","KG","0.00"
"10673","3494","66","1.475","KG","0.00"
"10674","3494","29","1.725","KG","0.00"
"10675","3494","191","0.925","KG","0.00"
"10676","3494","152","15","UN","0.00"
"10677","3495","66","0.81","KG","0.00"
"10678","3495","151","12","UN","0.00"
"10679","3496","44","0.72","KG","0.00"
"10680","3496","29","0.685","KG","0.00"
"10681","3496","22","1","UN","0.00"
"10682","3496","152","12","UN","0.00"
"10683","3497","184","2.615","KG","0.00"
"10684","3498","10","0.605","KG","0.00"
"10685","3498","55","0.515","KG","0.00"
"10686","3498","59","0.34","KG","0.00"
"10687","3498","64","0.645","KG","0.00"
"10688","3498","66","1.1","KG","0.00"
"10689","3498","44","0.51","KG","0.00"
"10690","3498","109","0.64","KG","0.00"
"10691","3498","166","0.125","KG","0.00"
"10692","3498","165","1","UN","0.00"
"10693","3498","17","2","DZ","0.00"
"10694","3498","184","2.735","KG","0.00"
"10695","3499","10","0.57","KG","0.00"
"10696","3499","17","1","DZ","0.00"
"10697","3500","15","1","UN","0.00"
"10698","3500","184","2.815","KG","0.00"
"10699","3501","194","1","PCT","0.00"
"10700","3501","192","1","PCT","0.00"
"10701","3502","13","1","DZ","0.00"
"10702","3503","60","0.82","KG","0.00"
"10703","3503","64","0.985","KG","0.00"
"10704","3503","106","0.995","KG","0.00"
"10705","3503","55","0.395","KG","0.00"
"10706","3503","66","1.155","KG","0.00"
"10707","3503","191","0.705","KG","0.00"
"10708","3503","102","1","PCT","0.00"
"10709","3503","108","1.295","KG","0.00"
"10710","3503","186","1","PCT","0.00"
"10711","3503","165","1","UN","0.00"
"10712","3503","168","1","DZ","0.00"
"10713","3503","61","0.6","KG","0.00"
"10714","3504","17","1","DZ","0.00"
"10715","3504","108","1.325","KG","0.00"
"10716","3505","1","2.01","KG","0.00"
"10717","3505","57","0.62","KG","0.00"
"10718","3506","185","1","PCT","0.00"
"10719","3506","13","1","DZ","0.00"
"10720","3507","108","0.37","KG","0.00"
"10721","3508","60","0.96","KG","0.00"
"10722","3508","63","1.025","KG","0.00"
"10723","3509","66","0.855","KG","0.00"
"10724","3509","4","1","PCT","0.00"
"10725","3509","60","1.105","KG","0.00"
"10726","3509","55","0.375","KG","0.00"
"10727","3509","31","1.335","KG","0.00"
"10728","3509","147","1","UN","0.00"
"10729","3509","166","0.09","KG","0.00"
"10730","3509","13","1","DZ","0.00"
"10731","3509","64","0.41","KG","0.00"
"10732","3510","30","0.15","KG","0.00"
"10733","3511","64","0.705","KG","0.00"
"10734","3511","65","1.045","KG","0.00"
"10735","3511","7","1","PCT","0.00"
"10736","3512","54","0.19","KG","0.00"
"10737","3512","108","0.32","KG","0.00"
"10738","3513","17","1","DZ","0.00"
"10739","3513","191","0.39","KG","0.00"
"10740","3513","109","0.455","KG","0.00"
"10741","3514","17","1","DZ","0.00"
"10742","3515","30","0.36","KG","0.00"
"10743","3515","95","1","PCT","0.00"
"10744","3516","184","4.9","KG","0.00"
"10745","3517","64","0.57","KG","0.00"
"10746","3517","65","0.74","KG","0.00"
"10747","3517","55","0.595","KG","0.00"
"10748","3518","54","0.14","KG","0.00"
"10749","3519","58","0.925","KG","0.00"
"10750","3520","65","1.715","KG","0.00"
"10751","3521","108","1.1","KG","0.00"
"10752","3522","1","2.305","KG","0.00"
"10753","3523","15","1","UN","0.00"
"10754","3523","151","14","UN","0.00"
"10755","3523","45","0.175","KG","0.00"
"10756","3523","191","0.39","KG","0.00"
"10757","3524","191","0.29","KG","0.00"
"10758","3524","151","11","UN","0.00"
"10759","3525","54","0.33","KG","0.00"
"10760","3525","109","0.37","KG","0.00"
"10761","3526","11","0.56","KG","0.00"
"10762","3527","30","0.445","KG","0.00"
"10763","3527","13","1","DZ","0.00"
"10764","3528","63","1.09","KG","0.00"
"10765","3528","7","1","PCT","0.00"
"10766","3528","106","1","KG","0.00"
"10767","3528","4","1","PCT","0.00"
"10768","3528","214","0.615","1KG","0.00"
"10769","3528","191","0.35","KG","0.00"
"10770","3529","4","1","PCT","0.00"
"10771","3529","7","1","PCT","0.00"
"10772","3529","65","0.845","KG","0.00"
"10773","3529","166","0.5","KG","0.00"
"10774","3530","4","2","PCT","0.00"
"10775","3530","166","0.35","KG","0.00"
"10776","3530","13","1","DZ","0.00"
"10777","3531","4","2","PCT","0.00"
"10778","3531","7","2","PCT","0.00"
"10779","3531","14","0.5","KG","0.00"
"10780","3531","166","0.285","KG","0.00"
"10781","3531","186","1","PCT","0.00"
"10782","3532","57","0.395","KG","0.00"
"10783","3533","147","1","UN","0.00"
"10784","3533","165","1","UN","0.00"
"10785","3533","162","6","UN","0.00"
"10786","3533","191","0.485","KG","0.00"
"10787","3533","108","1.335","KG","0.00"
"10788","3534","58","0.78","KG","0.00"
"10789","3534","61","0.26","KG","0.00"
"10790","3534","1","0.84","KG","0.00"
"10791","3534","166","0.11","KG","0.00"
"10792","3534","53","0.055","KG","0.00"
"10793","3534","111","1","UN","0.00"
"10794","3534","152","5","UN","0.00"
"10795","3535","63","0.525","KG","0.00"
"10796","3535","13","1","DZ","0.00"
"10797","3536","7","2","PCT","0.00"
"10798","3536","4","1","PCT","0.00"
"10799","3537","216","1","DZ","0.00"
"10800","3537","191","0.93","KG","0.00"
"10801","3537","30","0.63","KG","0.00"
"10802","3538","108","1.315","KG","0.00"
"10803","3538","57","1.45","KG","0.00"
"10804","3538","230","1","CTL","0.00"
"10805","3539","17","1","DZ","0.00"
"10806","3539","152","2","UN","0.00"
"10807","3539","58","0.765","KG","0.00"
"10808","3540","191","0.42","KG","0.00"
"10809","3540","108","0.915","KG","0.00"
"10810","3540","42","0.43","KG","0.00"
"10811","3541","44","1","KG","0.00"
"10812","3541","108","1.415","KG","0.00"
"10813","3541","31","2.28","KG","0.00"
"10814","3542","11","1.3","KG","0.00"
"10815","3542","63","1.9","KG","0.00"
"10816","3542","66","1.97","KG","0.00"
"10817","3543","152","6","UN","0.00"
"10818","3544","108","1.94","KG","0.00"
"10819","3544","57","0.63","KG","0.00"
"10820","3544","191","0.47","KG","0.00"
"10821","3545","16","1","DZ","0.00"
"10822","3546","102","1.445","PCT","0.00"
"10823","3546","59","0.23","KG","0.00"
"10824","3547","191","0.37","KG","0.00"
"10825","3548","60","0.775","KG","0.00"
"10826","3548","39","0.33","KG","0.00"
"10827","3548","61","0.325","KG","0.00"
"10828","3548","55","0.2","KG","0.00"
"10829","3548","152","10","UN","0.00"
"10830","3549","43","0.7","KG","0.00"
"10831","3549","10","0.33","KG","0.00"
"10832","3549","106","0.895","KG","0.00"
"10833","3549","13","1","DZ","0.00"
"10834","3550","55","0.49","KG","0.00"
"10835","3550","147","1","UN","0.00"
"10836","3550","44","0.53","KG","0.00"
"10837","3550","2","0.07","KG","0.00"
"10838","3551","108","1.765","KG","0.00"
"10839","3551","66","1.01","KG","0.00"
"10840","3551","166","0.215","KG","0.00"
"10841","3551","64","1.925","KG","0.00"
"10842","3551","11","0.425","KG","0.00"
"10843","3551","61","0.69","KG","0.00"
"10844","3551","16","1","DZ","0.00"
"10845","3552","96","1","PCT","0.00"
"10846","3553","55","0.805","KG","0.00"
"10847","3554","13","1","DZ","0.00"
"10848","3554","110","0.51","KG","0.00"
"10849","3554","184","3.5302","KG","0.00"
"10850","3554","191","0.39","KG","0.00"
"10851","3555","55","0.5","KG","0.00"
"10852","3555","38","0.545","KG","0.00"
"10853","3555","44","0.405","KG","0.00"
"10854","3556","44","0.65","KG","0.00"
"10855","3556","55","0.595","KG","0.00"
"10856","3557","153","6","UN","0.00"
"10857","3557","108","1.865","KG","0.00"
"10858","3557","106","0.66","KG","0.00"
"10859","3557","61","0.765","KG","0.00"
"10860","3557","44","0.35","KG","0.00"
"10861","3557","45","0.285","KG","0.00"
"10862","3557","53","0.22","KG","0.00"
"10863","3557","166","0.27","KG","0.00"
"10864","3557","7","1","PCT","0.00"
"10865","3557","66","1.1","KG","0.00"
"10866","3557","13","1","DZ","0.00"
"10867","3557","234","2","UN","0.00"
"10868","3558","16","1","DZ","0.00"
"10869","3559","39","0.16","KG","0.00"
"10870","3560","13","2","DZ","0.00"
"10871","3561","106","0.805","KG","0.00"
"10872","3561","96","1","PCT","0.00"
"10873","3562","7","1","PCT","0.00"
"10874","3562","4","1","PCT","0.00"
"10875","3562","63","0.67","KG","0.00"
